Id,SalePrice
1461,125864.75
1462,153136.0
1463,184611.0
1464,182289.35
1465,199492.67
1466,180924.79
1467,167202.44
1468,171301.62
1469,177083.85
1470,120831.6
1471,191658.3
1472,92233.0
1473,105981.64
1474,152371.0
1475,145019.65
1476,353105.29
1477,257119.11
1478,296412.59
1479,254042.13
1480,418239.83
1481,301124.78
1482,209262.44
1483,173833.38
1484,175771.1
1485,170452.42
1486,197289.62
1487,326413.46
1488,244118.34
1489,208288.82
1490,201199.92
1491,196547.86
1492,102583.29
1493,177949.25
1494,288163.21
1495,294424.86
1496,220688.1
1497,195313.6
1498,154035.03
1499,152001.05
1500,157217.1
1501,164150.88
1502,162620.38
1503,316839.85
1504,231866.03
1505,218820.06
1506,184679.15
1507,216781.49
1508,197745.0
1509,165145.5
1510,149275.5
1511,148325.5
1512,173954.64
1513,145631.04
1514,159914.84
1515,170438.68
1516,162847.0
1517,150761.75
1518,126334.29
1519,223059.35
1520,138164.5
1521,146213.0
1522,161529.28
1523,107935.5
1524,119791.5
1525,127996.25
1526,122830.5
1527,107693.5
1528,128371.75
1529,142263.5
1530,167490.5
1531,131670.68
1532,105633.34
1533,139699.6
1534,118844.54
1535,152935.52
1536,120104.59
1537,89148.6
1538,190174.88
1539,253796.84
1540,119915.67
1541,144291.18
1542,156188.2
1543,214651.36
1544,81858.0
1545,106043.04
1546,124318.5
1547,142431.71
1548,141780.63
1549,119442.58
1550,152706.48
1551,117317.5
1552,145961.53
1553,150723.42
1554,109681.96
1555,185439.0
1556,98254.0
1557,117413.34
1558,93547.5
1559,112334.58
1560,147602.62
1561,149164.98
1562,125636.64
1563,120775.5
1564,162974.24
1565,154034.03
1566,207599.3
1567,82273.0
1568,230016.6
1569,153496.1
1570,132209.25
1571,131040.36
1572,145651.0
1573,231544.5
1574,122594.4
1575,209649.86
1576,216433.48
1577,202169.41
1578,144652.33
1579,143995.6
1580,194577.81
1581,140137.0
1582,128451.0
1583,333021.38
1584,242741.67
1585,138556.5
1586,71672.0
1587,109268.0
1588,149004.5
1589,101234.04
1590,134069.5
1591,102250.0
1592,124571.22
1593,121508.6
1594,130192.86
1595,131461.37
1596,227838.44
1597,166880.35
1598,182749.44
1599,211659.49
1600,201527.79
1601,81378.5
1602,122028.0
1603,104073.0
1604,302673.48
1605,250634.9
1606,165180.14
1607,157854.46
1608,212282.14
1609,201759.55
1610,161252.15
1611,149863.5
1612,165514.93
1613,163294.28
1614,118322.5
1615,90499.5
1616,86380.0
1617,89275.5
1618,126151.5
1619,134378.32
1620,147803.63
1621,138844.83
1622,158359.34
1623,289560.38
1624,215865.5
1625,129392.55
1626,174808.0
1627,191683.5
1628,285912.06
1629,173672.7
1630,365077.6
1631,227026.09
1632,258046.41
1633,170295.82
1634,179533.8
1635,181045.34
1636,157793.66
1637,181598.84
1638,209376.35
1639,177132.0
1640,247321.03
1641,185817.5
1642,224352.84
1643,229275.3
1644,237020.89
1645,189548.0
1646,153288.0
1647,164575.11
1648,138601.53
1649,139990.0
1650,120853.5
1651,119045.5
1652,92684.0
1653,97929.0
1654,158894.32
1655,159472.95
1656,151540.16
1657,154970.5
1658,155838.2
1659,146245.95
1660,146465.53
1661,406297.79
1662,377276.07
1663,379644.23
1664,433194.58
1665,320187.77
1666,332915.52
1667,336056.91
1668,333699.5
1669,299013.59
1670,331358.16
1671,258074.08
1672,446443.16
1673,299111.03
1674,248260.05
1675,184673.01
1676,182254.24
1677,204123.8
1678,413438.97
1679,388101.14
1680,329323.8
1681,268900.31
1682,313240.03
1683,182915.95
1684,172741.45
1685,172702.02
1686,170281.65
1687,168615.44
1688,186118.8
1689,190627.74
1690,182966.6
1691,171041.32
1692,284863.59
1693,169451.42
1694,179805.9
1695,165481.87
1696,270244.59
1697,167181.75
1698,344087.28
1699,327806.14
1700,233635.72
1701,269099.4
1702,265294.11
1703,246632.39
1704,301565.97
1705,251157.75
1706,405622.13
1707,223741.21
1708,224786.63
1709,276236.14
1710,222416.03
1711,280342.95
1712,239668.03
1713,246838.05
1714,220229.21
1715,204283.6
1716,181104.29
1717,163949.9
1718,135726.64
1719,211398.54
1720,246057.68
1721,163502.65
1722,130025.8
1723,155051.33
1724,217183.47
1725,234422.72
1726,182138.81
1727,171009.51
1728,189109.76
1729,163290.37
1730,163172.85
1731,125261.64
1732,130932.6
1733,128318.1
1734,131782.75
1735,131553.0
1736,117454.0
1737,357681.02
1738,213374.14
1739,279791.84
1740,184908.16
1741,186612.66
1742,163429.83
1743,164531.7
1744,307054.79
1745,234848.08
1746,257977.66
1747,212519.79
1748,194434.2
1749,157455.82
1750,147221.0
1751,234424.8
1752,123822.5
1753,141473.15
1754,214732.6
1755,164502.15
1756,120132.5
1757,120468.0
1758,148321.5
1759,167933.2
1760,155861.0
1761,153795.85
1762,174880.5
1763,166359.64
1764,115499.25
1765,172531.0
1766,174241.0
1767,198281.98
1768,136491.75
1769,160774.75
1770,140927.5
1771,130937.0
1772,129287.5
1773,136678.5
1774,126894.74
1775,130750.0
1776,121028.25
1777,117124.5
1778,126868.5
1779,117396.83
1780,176246.05
1781,128991.5
1782,91540.5
1783,130403.83
1784,103693.0
1785,121632.04
1786,142801.03
1787,160846.86
1788,55929.0
1789,105495.87
1790,88985.0
1791,174069.47
1792,148891.75
1793,140156.0
1794,142403.6
1795,137622.0
1796,128709.9
1797,123916.06
1798,127357.25
1799,114209.0
1800,124972.0
1801,128205.47
1802,145752.45
1803,146646.54
1804,141788.7
1805,135369.75
1806,112126.58
1807,144278.17
1808,126302.5
1809,131109.61
1810,146525.68
1811,113680.08
1812,112897.26
1813,119251.91
1814,102623.54
1815,66936.5
1816,104854.5
1817,123569.74
1818,140590.03
1819,111472.32
1820,77111.0
1821,123903.0
1822,148105.21
1823,67303.0
1824,133500.25
1825,147701.86
1826,104519.54
1827,113046.0
1828,140610.92
1829,121477.5
1830,145769.8
1831,160172.9
1832,120543.27
1833,145185.11
1834,127502.6
1835,178383.95
1836,130972.87
1837,95371.5
1838,132485.25
1839,88456.0
1840,160142.0
1841,149193.5
1842,97495.0
1843,140125.83
1844,143380.0
1845,148270.71
1846,152260.85
1847,161242.31
1848,64514.0
1849,115674.0
1850,129350.0
1851,151357.0
1852,129506.75
1853,132786.0
1854,171608.5
1855,155089.29
1856,217888.38
1857,168827.26
1858,137915.25
1859,125813.43
1860,151646.9
1861,125829.15
1862,289223.37
1863,287123.28
1864,287123.28
1865,340671.7
1866,330671.7
1867,244735.47
1868,311600.6
1869,191238.04
1870,256705.75
1871,259750.24
1872,173502.08
1873,224856.62
1874,137430.0
1875,201543.19
1876,197807.4
1877,204505.61
1878,210092.4
1879,132780.6
1880,134121.34
1881,236459.93
1882,267440.65
1883,194540.16
1884,219084.41
1885,256494.3
1886,306748.71
1887,190999.2
1888,294638.4
1889,165887.9
1890,138796.5
1891,143267.33
1892,107465.5
1893,133209.25
1894,125704.14
1895,151035.85
1896,119736.0
1897,114445.0
1898,103518.58
1899,131171.15
1900,142360.51
1901,175399.37
1902,133215.0
1903,219391.13
1904,130583.75
1905,180505.12
1906,164814.09
1907,209526.7
1908,128025.18
1909,137769.82
1910,133075.13
1911,194677.5
1912,257665.08
1913,148779.79
1914,74373.5
1915,343530.69
1916,72169.0
1917,255298.91
1918,134089.0
1919,156557.03
1920,147492.23
1921,397890.1
1922,343121.25
1923,205705.96
1924,216762.64
1925,219204.1
1926,377969.17
1927,139546.3
1928,154621.05
1929,127041.5
1930,133209.36
1931,138344.0
1932,139179.55
1933,173561.0
1934,187239.5
1935,175346.1
1936,191822.5
1937,180852.72
1938,161207.84
1939,256478.06
1940,201257.69
1941,177889.55
1942,189907.75
1943,205864.46
1944,316897.69
1945,369216.39
1946,149339.25
1947,324192.38
1948,174036.05
1949,233062.24
1950,172199.02
1951,247464.1
1952,224709.61
1953,158879.45
1954,206237.5
1955,128801.26
1956,267364.14
1957,161258.14
1958,300713.46
1959,137756.33
1960,109992.5
1961,120278.0
1962,96249.0
1963,109495.0
1964,110909.34
1965,155675.92
1966,159521.24
1967,299377.89
1968,415201.55
1969,359972.28
1970,385225.22
1971,437766.23
1972,350362.79
1973,278936.99
1974,319112.16
1975,456422.33
1976,282727.72
1977,358309.34
1978,330771.51
1979,341933.61
1980,188597.14
1981,345071.25
1982,223355.0
1983,212244.18
1984,167344.8
1985,202119.37
1986,199536.4
1987,181089.75
1988,177223.12
1989,191121.17
1990,212055.25
1991,205294.16
1992,213600.1
1993,173234.55
1994,242119.2
1995,185246.65
1996,264156.52
1997,326576.77
1998,338301.16
1999,268773.84
2000,302696.29
2001,279441.8
2002,226223.23
2003,257962.7
2004,255102.98
2005,242902.42
2006,229539.62
2007,247647.98
2008,208119.6
2009,188496.35
2010,199093.71
2011,145244.32
2012,187276.35
2013,180865.15
2014,185746.5
2015,198576.95
2016,189511.5
2017,204301.68
2018,123454.5
2019,132782.0
2020,117626.5
2021,115638.5
2022,180100.0
2023,152003.45
2024,216430.7
2025,356025.14
2026,186300.78
2027,151039.23
2028,161281.63
2029,161361.12
2030,272789.2
2031,265724.88
2032,276370.19
2033,266981.6
2034,160285.84
2035,210629.03
2036,200571.66
2037,208192.04
2038,303997.98
2039,222631.96
2040,348119.03
2041,277836.39
2042,211653.0
2043,171826.0
2044,179103.65
2045,215571.5
2046,133021.36
2047,153192.37
2048,133231.1
2049,135398.87
2050,180590.81
2051,108277.4
2052,141251.53
2053,144872.0
2054,91065.5
2055,160752.04
2056,127164.54
2057,126780.0
2058,206272.65
2059,126376.5
2060,167306.12
2061,181578.0
2062,137676.25
2063,113830.0
2064,137788.5
2065,125276.5
2066,175105.28
2067,145091.07
2068,130880.4
2069,88954.5
2070,111489.0
2071,90566.5
2072,133346.5
2073,135610.0
2074,172445.57
2075,147703.75
2076,122075.5
2077,142200.5
2078,131013.5
2079,133970.33
2080,113298.0
2081,119075.0
2082,122012.33
2083,139756.55
2084,111769.0
2085,127406.5
2086,119517.64
2087,119915.18
2088,107458.84
2089,98157.0
2090,134115.45
2091,123319.13
2092,129159.64
2093,139533.74
2094,137217.93
2095,143295.82
2096,94648.04
2097,103919.12
2098,144351.88
2099,69654.0
2100,110824.11
2101,129268.8
2102,142943.48
2103,111063.0
2104,131027.17
2105,131691.56
2106,94247.0
2107,246155.3
2108,120992.0
2109,117119.0
2110,125172.75
2111,159720.95
2112,142022.37
2113,116283.5
2114,110173.62
2115,151783.4
